Num. IRP	Objeto	Setor Demandante	Fiscal	Setor do fiscal	Num. Proc. Principal	Num. Proc. Acessório	CNPJ	Nome da Empresa	Estado	Valor total ARP	Valor total adquirido	Num. Item	Descrição	Qtd. ARP	Valor unitário	Qtd. Empenhada	Valor Empenhado	Num. Nota Emp.	Num. Nota Fiscal	Qtd. Adquirida	Qtd. Restante	Saldo dos Produtos
09/2023	Contratação Serviços Eventos	CAVN - DIRECAO DO COLEGIO	LEANDRO FIRMINO FERNANDES	CAVN - DIRECAO DO COLEGIO	23074.072247/2023-62	23074.034996/2024-43	11.654.689/0001-94	WELCOME SERVIÇOS E EVENTOS LTDA.	DF	R$53.331,49	R$43.587,66	54	Locação de mesa	400	R$11,00	400	R$ 4.400,00	2024NE000032	754	100	200	R$ 2.200,00
09/2023	Contratação Serviços Eventos	CAVN - DIRECAO DO COLEGIO	LEANDRO FIRMINO FERNANDES	CAVN - DIRECAO DO COLEGIO	23074.072247/2023-62	23074.034996/2024-43	11.654.689/0001-94	WELCOME SERVIÇOS E EVENTOS LTDA.	DF	R$53.331,49	R$43.587,66	54	Locação de mesa	400	R$11,00	400	R$ 4.400,00	2024NE000032	798	100	200	R$ 2.200,00
09/2023	Contratação Serviços Eventos	CAVN - DIRECAO DO COLEGIO	LEANDRO FIRMINO FERNANDES	CAVN - DIRECAO DO COLEGIO	23074.072247/2023-62	23074.034996/2024-43	11.654.689/0001-94	WELCOME SERVIÇOS E EVENTOS LTDA.	DF	R$53.331,49	R$43.587,66	55	Locação de cadeira	1600	R$6,00	1600	R$ 9.600,00	2024NE000032	754	400	600	R$ 3.600,00
09/2023	Contratação Serviços Eventos	CAVN - DIRECAO DO COLEGIO	LEANDRO FIRMINO FERNANDES	CAVN - DIRECAO DO COLEGIO	23074.072247/2023-62	23074.034996/2024-43	11.654.689/0001-94	WELCOME SERVIÇOS E EVENTOS LTDA.	DF	R$53.331,49	R$43.587,66	55	Locação de cadeira	1600	R$6,00	1600	R$ 9.600,00	2024NE000032	798	600	600	R$ 3.600,00
09/2023	Contratação Serviços Eventos	CAVN - DIRECAO DO COLEGIO	LEANDRO FIRMINO FERNANDES	CAVN - DIRECAO DO COLEGIO	23074.072247/2023-62	23074.034996/2024-43	11.654.689/0001-94	WELCOME SERVIÇOS E EVENTOS LTDA.	DF	R$53.331,49	R$43.587,66	60	Locação de local, tipo 1	2	R$2.400,00	2	R$ 4.800,00	2024NE000032	799	1	1	R$ 2.400,00
09/2023	Contratação Serviços Eventos	CAVN - DIRECAO DO COLEGIO	LEANDRO FIRMINO FERNANDES	CAVN - DIRECAO DO COLEGIO	23074.072247/2023-62	23074.034996/2024-43	11.654.689/0001-94	WELCOME SERVIÇOS E EVENTOS LTDA.	DF	R$53.331,49	R$43.587,66	61	Locação de local, tipo 2	2	R$4.100,00	2	R$ 8.200,00	2024NE000032	798	1	0	R$ -
09/2023	Contratação Serviços Eventos	CAVN - DIRECAO DO COLEGIO	LEANDRO FIRMINO FERNANDES	CAVN - DIRECAO DO COLEGIO	23074.072247/2023-62	23074.034996/2024-43	11.654.689/0001-94	WELCOME SERVIÇOS E EVENTOS LTDA.	DF	R$53.331,49	R$43.587,66	61	Locação de local, tipo 2	2	R$4.100,00	2	R$ 8.200,00	2024NE000032	799	1	0	R$ -
10/2023	Aquisição Água Mineral	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	CCHSA - ALMOXARIFADO	23074.112555/2023-86	23074.058747/2024-33	50.911.223/0001-89	MEL DISTRIBUIDORA LTDA.	SE	R$96.626,40	R$76.284,00	4	Agua mineral, 20 Litros	9880	R$9,78	9880	R$ 96.626,40	2024NE000072	990	1000	2.080	R$ 20.342,40
10/2023	Aquisição Água Mineral	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	CCHSA - ALMOXARIFADO	23074.112555/2023-86	23074.058747/2024-33	50.911.223/0001-89	MEL DISTRIBUIDORA LTDA.	SE	R$96.626,40	R$76.284,00	4	Agua mineral, 20 Litros	9880	R$9,78	9880	R$ 96.626,40	2024NE000072	1.198	1000	2.080	R$ 20.342,40
10/2023	Aquisição Água Mineral	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	CCHSA - ALMOXARIFADO	23074.112555/2023-86	23074.058747/2024-33	50.911.223/0001-89	MEL DISTRIBUIDORA LTDA.	SE	R$96.626,40	R$76.284,00	4	Agua mineral, 20 Litros	9880	R$9,78	9880	R$ 96.626,40	2024NE000072	1.538	1000	2.080	R$ 20.342,40
10/2023	Aquisição Água Mineral	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	CCHSA - ALMOXARIFADO	23074.112555/2023-86	23074.058747/2024-33	50.911.223/0001-89	MEL DISTRIBUIDORA LTDA.	SE	R$96.626,40	R$76.284,00	4	Agua mineral, 20 Litros	9880	R$9,78	9880	R$ 96.626,40	2024NE000072	1.777	1000	2.080	R$ 20.342,40
10/2023	Aquisição Água Mineral	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	CCHSA - ALMOXARIFADO	23074.112555/2023-86	23074.058747/2024-33	50.911.223/0001-89	MEL DISTRIBUIDORA LTDA.	SE	R$96.626,40	R$76.284,00	4	Agua mineral, 20 Litros	9880	R$9,78	9880	R$ 96.626,40	2024NE000072	2.453	1000	2.080	R$ 20.342,40
10/2023	Aquisição Água Mineral	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	CCHSA - ALMOXARIFADO	23074.112555/2023-86	23074.058747/2024-33	50.911.223/0001-89	MEL DISTRIBUIDORA LTDA.	SE	R$96.626,40	R$76.284,00	4	Agua mineral, 20 Litros	9880	R$9,78	9880	R$ 96.626,40	2024NE000072	2.532	1000	2.080	R$ 20.342,40
10/2023	Aquisição Água Mineral	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	CCHSA - ALMOXARIFADO	23074.112555/2023-86	23074.058747/2024-33	50.911.223/0001-89	MEL DISTRIBUIDORA LTDA.	SE	R$96.626,40	R$76.284,00	4	Agua mineral, 20 Litros	9880	R$9,78	9880	R$ 96.626,40	2024NE000072	3.094	1800	2.080	R$ 20.342,40
10/2023	Aquisição Água Mineral	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	CCHSA - ALMOXARIFADO	23074.112555/2023-86	23074.058762/2024-16	19.750.069/0001-60	FORLIMP COMÉRCIO E DISTRIBUIÇÃO DE PRODUTOS DE PERFUMARIA E LIMPEZA LTDA.	PB	R$14.300,00	R$0,00	5	Água mineral, 20 Litros	500	R$22,00	0	R$ -	N/A	N/A	0	0	R$ -
10/2023	Aquisição Água Mineral	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	CCHSA - ALMOXARIFADO	23074.112555/2023-86	23074.058762/2024-16	19.750.069/0001-60	FORLIMP COMÉRCIO E DISTRIBUIÇÃO DE PRODUTOS DE PERFUMARIA E LIMPEZA LTDA.	PB	R$14.300,00	R$0,00	7	Água mineral, 20 Litros	150	R$22,00	0	R$ -	N/A	N/A	0	0	R$ -
11/2023	Aquisição Gás GLP	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	CCHSA - ALMOXARIFADO	23074.113348/2023-15	23074.113348/2023-15	18.474.659/0001-45	ANDRÉ AUGUSTO TRUTA FELIPE	PB	R$145.637,00	R$9.357,50	6	Gás GLP, 13 kg	153	R$98,50	248	R$ 24.428,00	2024NE000145	3.222	27	153	R$ 15.070,50
11/2023	Aquisição Gás GLP	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	CCHSA - ALMOXARIFADO	23074.113348/2023-15	23074.113348/2023-15	18.474.659/0001-45	ANDRÉ AUGUSTO TRUTA FELIPE	PB	R$145.637,00	R$9.357,50	6	Gás GLP, 13 kg	153	R$98,50	248	R$ 24.428,00	2024NE000145	3.377	26	153	R$ 15.070,50
11/2023	Aquisição Gás GLP	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	CCHSA - ALMOXARIFADO	23074.113348/2023-15	23074.113348/2023-15	18.474.659/0001-45	ANDRÉ AUGUSTO TRUTA FELIPE	PB	R$145.637,00	R$9.357,50	6	Gás GLP, 13 kg	153	R$98,50	248	R$ 24.428,00	2024NE000145	3.544	23	153	R$ 15.070,50
11/2023	Aquisição Gás GLP	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	CCHSA - ALMOXARIFADO	23074.113348/2023-15	23074.113348/2023-15	18.474.659/0001-45	ANDRÉ AUGUSTO TRUTA FELIPE	PB	R$145.637,00	R$9.357,50	6	Gás GLP, 13 kg	153	R$98,50	248	R$ 24.428,00	2024NE000145	3.789	19	153	R$ 15.070,50
11/2023	Aquisição Gás GLP	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	CCHSA - ALMOXARIFADO	23074.113348/2023-15	23074.113348/2023-15	18.474.659/0001-45	ANDRÉ AUGUSTO TRUTA FELIPE	PB	R$145.637,00	R$9.357,50	8	Gás GLP, 45 kg	200	R$412,00	40	R$ 16.480,00	2024NE000145	N/A	0	40	R$ 16.480,00
11/2023	Aquisição Gás GLP	CCHSA - DIRECAO DE CENTRO	José Acelino de Oliveira	CCHSA - ALMOXARIFADO	23074.113348/2023-15	23074.104004/2023-06	09.266.128/0001-76	SOS GÁS LTDA.	PB	R$81.340,00	R$0,00	4	Gás GLP, 45 kg	196	R$415,00	0	R$ -	N/A	N/A	0	0	R$ -
13/2023	Aquisição Ativos Rede	CAVN - DIRECAO DO COLEGIO	Daniel Mendes Cavalcante	CCHSA - LAB. INFORMATICA	23074.079786/2023-15	23074.086928/2024-14	13.418.193/0001-47	J & L – PROMOÇÃO DE VENDAS EM INFORMÁTICA LTDA.	DF	R$5.040,00	R$5.040,00	24	Injetor 24 V	30	R$168,00	30	R$ 5.040,00	2024NE003526	285	30	0	R$ -
13/2023	Aquisição Ativos Rede	CAVN - DIRECAO DO COLEGIO	Daniel Mendes Cavalcante	CCHSA - LAB. INFORMATICA	23074.079786/2023-15	23074.086996/2024-21	28.482.916/0001-44	PLANEJE TECNOLOGIA E SERVIÇOS LTDA.	PR	R$130.500,00	R$0,00	25	Switch, 24 portas	7	R$9.000,00	7	R$ 63.000,00	2024NE003395	N/A	0	7	R$ 63.000,00
13/2023	Aquisição Ativos Rede	CAVN - DIRECAO DO COLEGIO	Daniel Mendes Cavalcante	CCHSA - LAB. INFORMATICA	23074.079786/2023-15	23074.086996/2024-21	28.482.916/0001-44	PLANEJE TECNOLOGIA E SERVIÇOS LTDA.	PR	R$130.500,00	R$0,00	26	Switch, 48 portas	3	R$22.500,00	3	R$ 67.500,00	2024NE003395	N/A	0	3	R$ 67.500,00
13/2023	Aquisição Ativos Rede	CAVN - DIRECAO DO COLEGIO	Daniel Mendes Cavalcante	CCHSA - LAB. INFORMATICA	23074.079786/2023-15	23074.087008/2024-85	41.255.596/0001-58	VENDGO LTDA.	MG	R$73,89	R$0,00	23	Cabo DB9 Serial RS232	3	R$24,63	0	R$ -	N/A	N/A	0	3	R$ 73,89
14/2023	Aquisição Elétricos/Áudio/Vídeo	CAVN - DIRECAO DO COLEGIO	Felipe Roque Vicente	CAVN - DIRECAO DO COLEGIO	23074.073216/2023-89	23074.047658/2024-94	15.675.029/0001-40	J A F DORNELLES FILHO COMÉRCIO DE INFORMÁTICA	DF	R$69.200,00	R$0,00	133	Projetor Multimídia	20	R$3.460,00	10	R$ 34.600,00	N/A	N/A	0	10	R$ 34.600,00
14/2023	Aquisição Elétricos/Áudio/Vídeo	CAVN - DIRECAO DO COLEGIO	Felipe Roque Vicente	CAVN - DIRECAO DO COLEGIO	23074.073216/2023-89	23074.047662/2024-83	27.912.769/001-32	LUGATH COMÉRCIO LTDA.	BA	R$10.400,00	R$0,00	131	No Break, 1.5 kVA	10	R$1.040,00	0	R$ -	N/A	N/A	0	0	R$ -
14/2023	Aquisição Elétricos/Áudio/Vídeo	CAVN - DIRECAO DO COLEGIO	Felipe Roque Vicente	CAVN - DIRECAO DO COLEGIO	23074.073216/2023-89	23074.047663/2024-56	27.996.382/0001-01	R. JUAREZ DE ALMEIDA	PR	R$1.500,00	R$1.500,00	128	Headset L900	30	R$50,00	30	R$ 1.500,00	2024NE000138	2.562	30	0	R$ -
14/2023	Aquisição Elétricos/Áudio/Vídeo	CAVN - DIRECAO DO COLEGIO	Felipe Roque Vicente	CAVN - DIRECAO DO COLEGIO	23074.073216/2023-89	23074.047665/2024-02	37.725.824/0001-39	M. A. DISTRIBUIDORA COMÉRCIO E SERVIÇO LTDA.	DF	R$75.140,00	R$71.383,00	134	TV, 65 Polegadas	20	R$3.757,00	19	R$ 71.383,00	2024NE000129	849	19	0	R$ -
14/2023	Aquisição Elétricos/Áudio/Vídeo	CAVN - DIRECAO DO COLEGIO	Felipe Roque Vicente	CAVN - DIRECAO DO COLEGIO	23074.073216/2023-89	23074.047664/2024-29	31.070.939/0001-56	FORMATO DIGITAL COMÉRCIO & COMUNICAÇÃO MULTIMÍDIA LTDA.	PB	R$45.780,40	R$19.646,00	117	Filmadora Full HD	5	R$166,00	0	R$ -	N/A	N/A	0	0	R$ -
14/2023	Aquisição Elétricos/Áudio/Vídeo	CAVN - DIRECAO DO COLEGIO	Felipe Roque Vicente	CAVN - DIRECAO DO COLEGIO	23074.073216/2023-89	23074.047664/2024-29	31.070.939/0001-56	FORMATO DIGITAL COMÉRCIO & COMUNICAÇÃO MULTIMÍDIA LTDA.	PB	R$45.780,40	R$19.646,00	118	Microfone de lapela	30	R$116,90	0	R$ -	N/A	N/A	0	0	R$ -
14/2023	Aquisição Elétricos/Áudio/Vídeo	CAVN - DIRECAO DO COLEGIO	Felipe Roque Vicente	CAVN - DIRECAO DO COLEGIO	23074.073216/2023-89	23074.047664/2024-29	31.070.939/0001-56	FORMATO DIGITAL COMÉRCIO & COMUNICAÇÃO MULTIMÍDIA LTDA.	PB	R$45.780,40	R$19.646,00	119	Caixa de som Bluetooth	20	R$22,90	0	R$ -	N/A	N/A	0	0	R$ -
14/2023	Aquisição Elétricos/Áudio/Vídeo	CAVN - DIRECAO DO COLEGIO	Felipe Roque Vicente	CAVN - DIRECAO DO COLEGIO	23074.073216/2023-89	23074.047664/2024-29	31.070.939/0001-56	FORMATO DIGITAL COMÉRCIO & COMUNICAÇÃO MULTIMÍDIA LTDA.	PB	R$45.780,40	R$19.646,00	120	Cabo P2-P2	20	R$18,97	0	R$ -	N/A	N/A	0	0	R$ -
14/2023	Aquisição Elétricos/Áudio/Vídeo	CAVN - DIRECAO DO COLEGIO	Felipe Roque Vicente	CAVN - DIRECAO DO COLEGIO	23074.073216/2023-89	23074.047664/2024-29	31.070.939/0001-56	FORMATO DIGITAL COMÉRCIO & COMUNICAÇÃO MULTIMÍDIA LTDA.	PB	R$45.780,40	R$19.646,00	121	Caixa acústica 350 WRms	4	R$3.480,00	4	R$ 13.920,00	2024NE000132	470	4	0	R$ -
14/2023	Aquisição Elétricos/Áudio/Vídeo	CAVN - DIRECAO DO COLEGIO	Felipe Roque Vicente	CAVN - DIRECAO DO COLEGIO	23074.073216/2023-89	23074.047664/2024-29	31.070.939/0001-56	FORMATO DIGITAL COMÉRCIO & COMUNICAÇÃO MULTIMÍDIA LTDA.	PB	R$45.780,40	R$19.646,00	122	Aparelho telefônico	10	R$395,00	10	R$ 3.950,00	2024NE000132	470	10	0	R$ -
14/2023	Aquisição Elétricos/Áudio/Vídeo	CAVN - DIRECAO DO COLEGIO	Felipe Roque Vicente	CAVN - DIRECAO DO COLEGIO	23074.073216/2023-89	23074.047664/2024-29	31.070.939/0001-56	FORMATO DIGITAL COMÉRCIO & COMUNICAÇÃO MULTIMÍDIA LTDA.	PB	R$45.780,40	R$19.646,00	126	Kit CFTV, 4 câmeras	4	R$1.790,00	0	R$ -	N/A	N/A	0	0	R$ -
14/2023	Aquisição Elétricos/Áudio/Vídeo	CAVN - DIRECAO DO COLEGIO	Felipe Roque Vicente	CAVN - DIRECAO DO COLEGIO	23074.073216/2023-89	23074.047664/2024-29	31.070.939/0001-56	FORMATO DIGITAL COMÉRCIO & COMUNICAÇÃO MULTIMÍDIA LTDA.	PB	R$45.780,40	R$19.646,00	129	Antena digital externa	10	R$1.380,00	0	R$ -	N/A	N/A	0	0	R$ -
14/2023	Aquisição Elétricos/Áudio/Vídeo	CAVN - DIRECAO DO COLEGIO	Felipe Roque Vicente	CAVN - DIRECAO DO COLEGIO	23074.073216/2023-89	23074.047664/2024-29	31.070.939/0001-56	FORMATO DIGITAL COMÉRCIO & COMUNICAÇÃO MULTIMÍDIA LTDA.	PB	R$45.780,40	R$19.646,00	130	Cabo RCA P-10	4	R$444,00	4	R$ 1.776,00	2024NE000132	470	4	0	R$ -
14/2023	Aquisição Elétricos/Áudio/Vídeo	CAVN - DIRECAO DO COLEGIO	Felipe Roque Vicente	CAVN - DIRECAO DO COLEGIO	23074.073216/2023-89	23074.047667/2024-45	49.464.926/0001-27	LRF DISTRIBUIDORA LTDA.	PE	R$9.472,66	R$0,00	114	Teclado numérico	30	R$30,30	0	R$ -	N/A	N/A	0	0	R$ -
14/2023	Aquisição Elétricos/Áudio/Vídeo	CAVN - DIRECAO DO COLEGIO	Felipe Roque Vicente	CAVN - DIRECAO DO COLEGIO	23074.073216/2023-89	23074.047667/2024-45	49.464.926/0001-27	LRF DISTRIBUIDORA LTDA.	PE	R$9.472,66	R$0,00	115	Adaptador HDMI x VGA	30	R$34,85	0	R$ -	N/A	N/A	0	0	R$ -
14/2023	Aquisição Elétricos/Áudio/Vídeo	CAVN - DIRECAO DO COLEGIO	Felipe Roque Vicente	CAVN - DIRECAO DO COLEGIO	23074.073216/2023-89	23074.047667/2024-45	49.464.926/0001-27	LRF DISTRIBUIDORA LTDA.	PE	R$9.472,66	R$0,00	116	Adaptador VGA x HDMI	30	R$34,85	0	R$ -	N/A	N/A	0	0	R$ -
14/2023	Aquisição Elétricos/Áudio/Vídeo	CAVN - DIRECAO DO COLEGIO	Felipe Roque Vicente	CAVN - DIRECAO DO COLEGIO	23074.073216/2023-89	23074.047667/2024-45	49.464.926/0001-27	LRF DISTRIBUIDORA LTDA.	PE	R$9.472,66	R$0,00	123	Caixa de som, 550 W	6	R$696,41	0	R$ -	N/A	N/A	0	0	R$ -
14/2023	Aquisição Elétricos/Áudio/Vídeo	CAVN - DIRECAO DO COLEGIO	Felipe Roque Vicente	CAVN - DIRECAO DO COLEGIO	23074.073216/2023-89	23074.047667/2024-45	49.464.926/0001-27	LRF DISTRIBUIDORA LTDA.	PE	R$9.472,66	R$0,00	127	Filtro de linha	30	R$56,64	0	R$ -	N/A	N/A	0	0	R$ -
14/2023	Aquisição Elétricos/Áudio/Vídeo	CAVN - DIRECAO DO COLEGIO	Felipe Roque Vicente	CAVN - DIRECAO DO COLEGIO	23074.073216/2023-89	23074.047667/2024-45	49.464.926/0001-27	LRF DISTRIBUIDORA LTDA.	PE	R$9.472,66	R$0,00	132	Organizador de fios	50	R$11,90	0	R$ -	N/A	N/A	0	0	R$ -
15/2023	Aquisição de Mobiliário	CAVN - DIRECAO DO COLEGIO	Leandro Firmino Fernandes	CAVN - DIRECAO DO COLEGIO	23074.035631/2023-70	23074.027928/2024-80	04.869.711/0001-58	FLEXIBASE INDUSTRIA E COMERCIO DE MOVEIS, IMPORTACAO E EXPORTACAO LTDA	GO	R$104.313,00	R$0,00	88	Armário estante	87	R$1.199,00	0	R$ -	N/A	N/A	0	0	R$ -
15/2023	Aquisição de Mobiliário	CAVN - DIRECAO DO COLEGIO	Leandro Firmino Fernandes	CAVN - DIRECAO DO COLEGIO	23074.035631/2023-70	23074.027930/2024-26	08.331.877/0001-77	ADVANCED COMERCIO DE EQUIPAMENTOS LTDA	PR	R$20.100,00	R$0,00	128	Quadro de Aviso	30	R$670,00	0	R$ -	N/A	N/A	0	0	R$ -
15/2023	Aquisição de Mobiliário	CAVN - DIRECAO DO COLEGIO	Leandro Firmino Fernandes	CAVN - DIRECAO DO COLEGIO	23074.035631/2023-70	23074.027932/2024-69	15.362.598/0001-36	X-OFFICE SERVI LTDA-ME	GO	R$165.717,47	R$0,00	115	Armário Estante	30	R$3.350,00	0	R$ -	N/A	N/A	0	0	R$ -
15/2023	Aquisição de Mobiliário	CAVN - DIRECAO DO COLEGIO	Leandro Firmino Fernandes	CAVN - DIRECAO DO COLEGIO	23074.035631/2023-70	23074.027932/2024-69	15.362.598/0001-36	X-OFFICE SERVI LTDA-ME	GO	R$165.717,47	R$0,00	125	Cama conjugada	41	R$1.590,67	0	R$ -	N/A	N/A	0	0	R$ -
15/2023	Aquisição de Mobiliário	CAVN - DIRECAO DO COLEGIO	Leandro Firmino Fernandes	CAVN - DIRECAO DO COLEGIO	23074.035631/2023-70	23074.027933/2024-42	17.756.197/0001-96	PRENSAR MOVEIS LTDA EPP	MG	R$69.300,00	R$16.500,00	85	Sofá de couro natural	21	R$3.300,00	5	R$ 16.500,00	2024NE000090	12919	5	0	R$ -
15/2023	Aquisição de Mobiliário	CAVN - DIRECAO DO COLEGIO	Leandro Firmino Fernandes	CAVN - DIRECAO DO COLEGIO	23074.035631/2023-70	23074.027936/2024-58	45.874.714/0001-67	A.N.D CAPELLI LTDA	RS	R$271.746,00	R$0,00	11	Poltrona	55	R$1.099,00	0	R$ -	N/A	N/A	0	0	R$ -
15/2023	Aquisição de Mobiliário	CAVN - DIRECAO DO COLEGIO	Leandro Firmino Fernandes	CAVN - DIRECAO DO COLEGIO	23074.035631/2023-70	23074.027936/2024-58	45.874.714/0001-67	A.N.D CAPELLI LTDA	RS	R$271.746,00	R$0,00	79	Cadeira sobre longarina	47	R$1.344,00	20	R$ 26.880,00	2024NE000089	N/A	0	20	R$ 26.880,00
15/2023	Aquisição de Mobiliário	CAVN - DIRECAO DO COLEGIO	Leandro Firmino Fernandes	CAVN - DIRECAO DO COLEGIO	23074.035631/2023-70	23074.027936/2024-58	45.874.714/0001-67	A.N.D CAPELLI LTDA	RS	R$271.746,00	R$0,00	83	Cadeira escritório	61	R$1.170,00	0	R$ -	N/A	N/A	0	0	R$ -
15/2023	Aquisição de Mobiliário	CAVN - DIRECAO DO COLEGIO	Leandro Firmino Fernandes	CAVN - DIRECAO DO COLEGIO	23074.035631/2023-70	23074.027936/2024-58	45.874.714/0001-67	A.N.D CAPELLI LTDA	RS	R$271.746,00	R$0,00	87	Conjunto cadeiras	15	R$1.785,00	10	R$ 17.850,00	2024NE000089	N/A	0	10	R$ 17.850,00
15/2023	Aquisição de Mobiliário	CAVN - DIRECAO DO COLEGIO	Leandro Firmino Fernandes	CAVN - DIRECAO DO COLEGIO	23074.035631/2023-70	23074.027936/2024-58	45.874.714/0001-67	A.N.D CAPELLI LTDA	RS	R$271.746,00	R$0,00	111	Cadeira empilhável	112	R$234,00	32	R$ 7.488,00	2024NE000089	N/A	0	32	R$ 7.488,00
15/2023	Aquisição de Mobiliário	CAVN - DIRECAO DO COLEGIO	Leandro Firmino Fernandes	CAVN - DIRECAO DO COLEGIO	23074.035631/2023-70	23074.027936/2024-58	45.874.714/0001-67	A.N.D CAPELLI LTDA	RS	R$271.746,00	R$0,00	112	Cadeira escritório	20	R$1.189,00	0	R$ -	N/A	N/A	0	0	R$ -
16/2023	Aquisição Bens Permanentes	CAVN - DIRECAO DO COLEGIO	Edvaldo Mesquita Beltrão Filho	CCHSA - DIRECAO DE CENTRO	23074.100704/2023-60	23074.093408/2024-42	37.673.034/0001-57	MA COMERCIO DE REFRIGERACAO LTDA	ES	R$174.028,59	R$0,00	1	Ar Condicionado, 30,000	9	R$5.603,06	0	R$ -	N/A	N/A	0	0	R$ -
16/2023	Aquisição Bens Permanentes	CAVN - DIRECAO DO COLEGIO	Edvaldo Mesquita Beltrão Filho	CCHSA - DIRECAO DE CENTRO	23074.100704/2023-60	23074.093408/2024-42	37.673.034/0001-57	MA COMERCIO DE REFRIGERACAO LTDA	ES	R$174.028,59	R$0,00	3	Ar Condicionado, 18.000	15	R$3.140,09	0	R$ -	N/A	N/A	0	0	R$ -
16/2023	Aquisição Bens Permanentes	CAVN - DIRECAO DO COLEGIO	Edvaldo Mesquita Beltrão Filho	CCHSA - DIRECAO DE CENTRO	23074.100704/2023-60	23074.093408/2024-42	37.673.034/0001-57	MA COMERCIO DE REFRIGERACAO LTDA	ES	R$174.028,59	R$0,00	10	Geladeira, 310 L	23	R$2.549,99	0	R$ -	N/A	N/A	0	0	R$ -
16/2023	Aquisição Bens Permanentes	CAVN - DIRECAO DO COLEGIO	Edvaldo Mesquita Beltrão Filho	CCHSA - DIRECAO DE CENTRO	23074.100704/2023-60	23074.093408/2024-42	37.673.034/0001-57	MA COMERCIO DE REFRIGERACAO LTDA	ES	R$174.028,59	R$0,00	24	Geladeira, 310 L	7	R$2.549,99	0	R$ -	N/A	N/A	0	0	R$ -
16/2023	Aquisição Bens Permanentes	CAVN - DIRECAO DO COLEGIO	Edvaldo Mesquita Beltrão Filho	CCHSA - DIRECAO DE CENTRO	23074.100704/2023-60	23074.093411/2024-58	49.287.699/0001-01	Vale Comercio de Materiais Ltda	SP	R$148.419,70	R$0,00	2	Ar condicionado 24.000	15	R$4.058,85	0	R$ -	N/A	N/A	0	0	R$ -
16/2023	Aquisição Bens Permanentes	CAVN - DIRECAO DO COLEGIO	Edvaldo Mesquita Beltrão Filho	CCHSA - DIRECAO DE CENTRO	23074.100704/2023-60	23074.093411/2024-58	49.287.699/0001-01	Vale Comercio de Materiais Ltda	SP	R$148.419,70	R$0,00	5	Ar condicionado 9.000	30	R$1.788,99	0	R$ -	N/A	N/A	0	0	R$ -
16/2023	Aquisição Bens Permanentes	CAVN - DIRECAO DO COLEGIO	Edvaldo Mesquita Beltrão Filho	CCHSA - DIRECAO DE CENTRO	23074.100704/2023-60	23074.093411/2024-58	49.287.699/0001-01	Vale Comercio de Materiais Ltda	SP	R$148.419,70	R$0,00	20	Ar condicionado 24.000	5	R$4.058,85	0	R$ -	N/A	N/A	0	0	R$ -
16/2023	Aquisição Bens Permanentes	CAVN - DIRECAO DO COLEGIO	Edvaldo Mesquita Beltrão Filho	CCHSA - DIRECAO DE CENTRO	23074.100704/2023-60	23074.093411/2024-58	49.287.699/0001-01	Vale Comercio de Materiais Ltda	SP	R$148.419,70	R$0,00	22	Ar condicionado 12.000	7	R$1.939,00	0	R$ -	N/A	N/A	0	0	R$ -
16/2023	Aquisição Bens Permanentes	CAVN - DIRECAO DO COLEGIO	Edvaldo Mesquita Beltrão Filho	CCHSA - DIRECAO DE CENTRO	23074.100704/2023-60	23074.093413/2024-04	36.045.363/0001-90	SORELLE COMERCIO DE ELETROS E EQUIPAMENTOS LTDA	BA	R$51.729,30	R$0,00	6	Bebedouro, 2 torneiras	70	R$738,99	0	R$ -	N/A	N/A	0	0	R$ -
16/2023	Aquisição Bens Permanentes	CAVN - DIRECAO DO COLEGIO	Edvaldo Mesquita Beltrão Filho	CCHSA - DIRECAO DE CENTRO	23074.100704/2023-60	23074.093415/2024-47	53.795.947/0001-00	XD CONSTRUCOES LTDA	DF	R$20.940,00	R$0,00	7	Fogão à gás	30	R$698,00	0	R$ -	N/A	N/A	0	0	R$ -
16/2023	Aquisição Bens Permanentes	CAVN - DIRECAO DO COLEGIO	Edvaldo Mesquita Beltrão Filho	CCHSA - DIRECAO DE CENTRO	23074.100704/2023-60	23074.093420/2024-09	49.347.070/0001-00	DISTRIBUIDORA PHG LTDA.	SP	R$15.810,00	R$0,00	8	Forno microondas	30	R$527,00	0	R$ -	N/A	N/A	0	0	R$ -
