Num. Pregão	Objeto	Setor Demandante	Fiscal	Setor do fiscal	Num. Proc. Principal	Num. Proc. Acessório	CNPJ	Nome da Empresa	Estado	Valor total ARP	Valor total adquirido	Num. Item	Descrição	Qtd. ARP	Valor Unitário	Qtd. Empenhada	Valor Empenhado	Num. Nota Emp.	Num. Nota Fiscal	Valor Nota Fiscal	Qtd. Adquirida	Qtd. Restante	Saldo dos Produtos
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039096/2023-23	27.120.416/0001-08	EDWINEY SEBASTIAO CUPERTINO LTDA.	MG	R$285.215,00	R$286.439,00	15	Ovinos Crescimento Master, 40 kg	968	R$116,00	300	R$34.800,00	2023NE000153	3629	R$116,00	300	0	R$ -
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039096/2023-23	27.120.416/0001-08	EDWINEY SEBASTIAO CUPERTINO LTDA.	MG	R$285.215,00	R$286.439,00	31	Master Leite 22, 40 kg	182	R$118,00	100	R$11.800,00	2023NE000153	3621	R$118,00	200	-100	-R$11.800,00
04/2023	Ração Animal	DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA - SECON	23074.067641/2022-73	23074.039096/2023-23	27.120.416/0001-08	EDWINEY SEBASTIAO CUPERTINO LTDA.	MG	R$285.215,00	R$286.439,00	31	Master Leite 22, 40 kg	182	R$118,00	0	R$ -	2023NE000153	3622	R$118,00	11	-11	-R$1.298,00
06/2023	Embalagens, Descartáveis e Condimentos	CCHSA - DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA SETOR DE CONTRATOS	23074.045818/2023-16	23074.098506/2023-42	08.158.664/0001-95	INDUSTRIA E COMERCIO DE PRODUTOS CAMPINENSE LTDA	PB	R$2.068,50	R$2.068,50	17	Saco plástico	12	R$56,00	12	R$672,00	2023NE000096	12.318	R$56,00	12	0	R$ -
06/2023	Embalagens, Descartáveis e Condimentos	CCHSA - DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA SETOR DE CONTRATOS	23074.045818/2023-16	23074.098506/2023-42	08.158.664/0001-95	INDUSTRIA E COMERCIO DE PRODUTOS CAMPINENSE LTDA	PB	R$2.068,50	R$2.068,50	20	Toalha de papel	350	R$3,99	350	R$1.396,50	2023NE000096	12.318	R$3,99	350	0	R$ -
06/2023	Embalagens, Descartáveis e Condimentos	CCHSA - DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA SETOR DE CONTRATOS	23074.045818/2023-16	23074.098511/2023-04	09.004.901/0001-26	SUPRIMAIS COMERCIO E SERVICOS DE INFORMATICA LTDA	PB	R$22.469,23	R$22.469,23	3	Colher descartável	46	R$4,68	46	R$215,28	2023NE000097	14.123	R$4,68	46	0	R$ -
06/2023	Embalagens, Descartáveis e Condimentos	CCHSA - DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA SETOR DE CONTRATOS	23074.045818/2023-16	23074.098511/2023-04	09.004.901/0001-26	SUPRIMAIS COMERCIO E SERVICOS DE INFORMATICA LTDA	PB	R$22.469,23	R$22.469,23	6	Filme embalagem	40	R$4,92	40	R$196,80	2023NE000097	14.123	R$4,92	40	0	R$ -
06/2023	Embalagens, Descartáveis e Condimentos	CCHSA - DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA SETOR DE CONTRATOS	23074.045818/2023-16	23074.098511/2023-04	09.004.901/0001-26	SUPRIMAIS COMERCIO E SERVICOS DE INFORMATICA LTDA	PB	R$22.469,23	R$22.469,23	9	Palito	20	R$0,76	20	R$15,20	2023NE000097	14.123	R$0,76	20	0	R$ -
06/2023	Embalagens, Descartáveis e Condimentos	CCHSA - DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA SETOR DE CONTRATOS	23074.045818/2023-16	23074.098511/2023-04	09.004.901/0001-26	SUPRIMAIS COMERCIO E SERVICOS DE INFORMATICA LTDA	PB	R$22.469,23	R$22.469,23	14	Pote alimentos	2000	R$7,64	1000	R$7.640,00	2023NE000097	14.258	R$7,64	1000	0	R$ -
06/2023	Embalagens, Descartáveis e Condimentos	CCHSA - DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA SETOR DE CONTRATOS	23074.045818/2023-16	23074.098511/2023-04	09.004.901/0001-26	SUPRIMAIS COMERCIO E SERVICOS DE INFORMATICA LTDA	PB	R$22.469,23	R$22.469,23	14	Pote alimentos	2000	R$7,64	1000	R$7.640,00	2023NE000097	14.266	R$7,64	1000	0	R$ -
06/2023	Embalagens, Descartáveis e Condimentos	CCHSA - DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA SETOR DE CONTRATOS	23074.045818/2023-16	23074.098511/2023-04	09.004.901/0001-26	SUPRIMAIS COMERCIO E SERVICOS DE INFORMATICA LTDA	PB	R$22.469,23	R$22.469,23	15	Prato plástico	1200	R$1,10	1200	R$1.320,00	2023NE000097	14.123	R$1,10	1200	0	R$ -
06/2023	Embalagens, Descartáveis e Condimentos	CCHSA - DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA SETOR DE CONTRATOS	23074.045818/2023-16	23074.098511/2023-04	09.004.901/0001-26	SUPRIMAIS COMERCIO E SERVICOS DE INFORMATICA LTDA	PB	R$22.469,23	R$22.469,23	26	Bacia plástico	40	R$8,49	40	R$339,60	2023NE000097	14.266	R$8,49	40	0	R$ -
06/2023	Embalagens, Descartáveis e Condimentos	CCHSA - DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA SETOR DE CONTRATOS	23074.045818/2023-16	23074.098511/2023-04	09.004.901/0001-26	SUPRIMAIS COMERCIO E SERVICOS DE INFORMATICA LTDA	PB	R$22.469,23	R$22.469,23	32	Embalagem plástica	55	R$59,17	55	R$3.254,35	2023NE000097	14.123	R$59,17	55	0	R$ -
06/2023	Embalagens, Descartáveis e Condimentos	CCHSA - DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA SETOR DE CONTRATOS	23074.045818/2023-16	23074.098511/2023-04	09.004.901/0001-26	SUPRIMAIS COMERCIO E SERVICOS DE INFORMATICA LTDA	PB	R$22.469,23	R$22.469,23	34	Garrafa de plástico	2000	R$0,80	1000	R$800,00	2023NE000097	14.258	R$0,80	1000	0	R$ -
06/2023	Embalagens, Descartáveis e Condimentos	CCHSA - DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA SETOR DE CONTRATOS	23074.045818/2023-16	23074.098511/2023-04	09.004.901/0001-26	SUPRIMAIS COMERCIO E SERVICOS DE INFORMATICA LTDA	PB	R$22.469,23	R$22.469,23	34	Garrafa de plástico	2000	R$0,80	1000	R$800,00	2023NE000097	14.266	R$0,80	1000	0	R$ -
06/2023	Embalagens, Descartáveis e Condimentos	CCHSA - DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA SETOR DE CONTRATOS	23074.045818/2023-16	23074.098511/2023-04	09.004.901/0001-26	SUPRIMAIS COMERCIO E SERVICOS DE INFORMATICA LTDA	PB	R$22.469,23	R$22.469,23	39	TNT	2	R$124,00	2	R$248,00	2023NE000097	14.123	R$124,00	2	0	R$ -
06/2023	Embalagens, Descartáveis e Condimentos	CCHSA - DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA SETOR DE CONTRATOS	23074.045818/2023-16	23074.098513/2023-47	09.138.326/0001-54	PABLO LUIS MARTINS	SC	R$1.192,00	R$1.192,00	40	Embalagem plástica	80	R$14,90	80	R$1.192,00	2023NE000098	4.741	R$14,90	80	0	R$ -
06/2023	Embalagens, Descartáveis e Condimentos	CCHSA - DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA SETOR DE CONTRATOS	23074.045818/2023-16	23074.098513/2023-47	09.138.326/0001-54	PABLO LUIS MARTINS	SC	R$1.192,00	R$1.192,00	-	-	0	R$ -	0	R$ -	N/A	N/A	R$ -	0	0	R$ -
06/2023	Embalagens, Descartáveis e Condimentos	CCHSA - DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA SETOR DE CONTRATOS	23074.045818/2023-16	23074.098519/2023-79	19.750.069/0001-60	FORLIMP COMERCIO E DISTRIBUICAO DE PRODUTOS DE PERFUMARIA E LIMPEZA LTDA.	PB	R$1.443,90	R$1.443,90	8	Guardanapo de papel	178	R$0,70	178	R$124,60	2023NE000099	4.265	R$0,70	178	0	R$ -
06/2023	Embalagens, Descartáveis e Condimentos	CCHSA - DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA SETOR DE CONTRATOS	23074.045818/2023-16	23074.098519/2023-79	19.750.069/0001-60	FORLIMP COMERCIO E DISTRIBUICAO DE PRODUTOS DE PERFUMARIA E LIMPEZA LTDA.	PB	R$1.443,90	R$1.443,90	11	Papel alumínio	10	R$5,33	10	R$53,30	2023NE000099	4.265	R$5,33	10	0	R$ -
06/2023	Embalagens, Descartáveis e Condimentos	CCHSA - DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA SETOR DE CONTRATOS	23074.045818/2023-16	23074.098519/2023-79	19.750.069/0001-60	FORLIMP COMERCIO E DISTRIBUICAO DE PRODUTOS DE PERFUMARIA E LIMPEZA LTDA.	PB	R$1.443,90	R$1.443,90	19	Talher descartável	300	R$3,30	300	R$990,00	2023NE000099	4.265	R$3,30	300	0	R$ -
06/2023	Embalagens, Descartáveis e Condimentos	CCHSA - DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA SETOR DE CONTRATOS	23074.045818/2023-16	23074.098519/2023-79	19.750.069/0001-60	FORLIMP COMERCIO E DISTRIBUICAO DE PRODUTOS DE PERFUMARIA E LIMPEZA LTDA.	PB	R$1.443,90	R$1.443,90	25	Bacia	30	R$9,20	30	R$276,00	2023NE000099	4.265	R$9,20	30	0	R$ -
06/2023	Embalagens, Descartáveis e Condimentos	CCHSA - DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA SETOR DE CONTRATOS	23074.045818/2023-16	23074.098520/2023-52	36.193.120/0001-08	HMGK COMERCIO E SERVICOS LTDA.	PE	R$8.660,64	R$5.660,64	2	Bandeja	4	R$38,90	4	R$155,60	2023NE000102	417	R$38,90	4	0	R$ -
06/2023	Embalagens, Descartáveis e Condimentos	CCHSA - DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA SETOR DE CONTRATOS	23074.045818/2023-16	23074.098520/2023-52	36.193.120/0001-08	HMGK COMERCIO E SERVICOS LTDA.	PE	R$8.660,64	R$5.660,64	7	Garrafa	2000	R$1,50	2000	R$3.000,00	N/A	N/A	R$1,50	0	2000	R$3.000,00
06/2023	Embalagens, Descartáveis e Condimentos	CCHSA - DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA SETOR DE CONTRATOS	23074.045818/2023-16	23074.098520/2023-52	36.193.120/0001-08	HMGK COMERCIO E SERVICOS LTDA.	PE	R$8.660,64	R$5.660,64	16	Saco plástico lixo 20 L	67	R$5,22	67	R$349,74	2023NE000102	417	R$5,22	67	0	R$ -
06/2023	Embalagens, Descartáveis e Condimentos	CCHSA - DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA SETOR DE CONTRATOS	23074.045818/2023-16	23074.098520/2023-52	36.193.120/0001-08	HMGK COMERCIO E SERVICOS LTDA.	PE	R$8.660,64	R$5.660,64	18	Saco plástico 50 L	800	R$2,90	800	R$2.320,00	2023NE000102	417	R$2,90	800	0	R$ -
06/2023	Embalagens, Descartáveis e Condimentos	CCHSA - DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA SETOR DE CONTRATOS	23074.045818/2023-16	23074.098520/2023-52	36.193.120/0001-08	HMGK COMERCIO E SERVICOS LTDA.	PE	R$8.660,64	R$5.660,64	27	Balde	15	R$54,90	15	R$823,50	2023NE000102	417	R$54,90	15	0	R$ -
06/2023	Embalagens, Descartáveis e Condimentos	CCHSA - DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA SETOR DE CONTRATOS	23074.045818/2023-16	23074.098520/2023-52	36.193.120/0001-08	HMGK COMERCIO E SERVICOS LTDA.	PE	R$8.660,64	R$5.660,64	28	Caixa plástica	26	R$24,90	26	R$647,40	2023NE000102	417	R$24,90	26	0	R$ -
06/2023	Embalagens, Descartáveis e Condimentos	CCHSA - DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA SETOR DE CONTRATOS	23074.045818/2023-16	23074.098520/2023-52	36.193.120/0001-08	HMGK COMERCIO E SERVICOS LTDA.	PE	R$8.660,64	R$5.660,64	29	Caixa organizadora	36	R$37,90	36	R$1.364,40	2023NE000102	417	R$37,90	36	0	R$ -
06/2023	Embalagens, Descartáveis e Condimentos	CCHSA - DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA SETOR DE CONTRATOS	23074.045818/2023-16	23074.098521/2023-25	50.002.164/0001-26	MARIA EFIGENIA ALMEIDA DA SILVA	PE	R$1.803,50	R$1.803,50	4	Copo descartável 180 ml	360	R$3,40	360	R$1.224,00	2023NE000104	147	R$3,40	360	0	R$ -
06/2023	Embalagens, Descartáveis e Condimentos	CCHSA - DEP. CIENCIA ANIMAL	José Gualberto Targino Praxedes	CCHSA SETOR DE CONTRATOS	23074.045818/2023-16	23074.098521/2023-25	50.002.164/0001-26	MARIA EFIGENIA ALMEIDA DA SILVA	PE	R$1.803,50	R$1.803,50	5	Copo descartável 50 ml	305	R$1,90	305	R$579,50	2023NE000104	147	R$1,90	305	0	R$ -
07/2023	Absorventes Higiênicos	CAVN - DIRECAO DO COLEGIO	Felipe Roque Vicente	CAVN - DIRECAO DO COLEGIO	23074.051280/2023-79	23074.098807/2023-63	28.634.818/0001-85	N.S.S COMERCIAL E CONSTRUTORA EIRELI	DF	R$10.853,52	R$7.576,80	1	Absorvente higiênico	6618	R$1,64	6618	R$10.853,52	2023NE000112	9.599	R$1,64	4620	1998	R$3.276,72
07/2023	Absorventes Higiênicos	CAVN - DIRECAO DO COLEGIO	Felipe Roque Vicente	CAVN - DIRECAO DO COLEGIO	23074.051280/2023-79	23074.098807/2023-63	28.634.818/0001-85	N.S.S COMERCIAL E CONSTRUTORA EIRELI	DF	R$10.853,52	R$7.576,80	-	-	0	R$ -	0	R$ -	N/A	N/A	R$ -	0	0	R$ -
07/2023	Absorventes Higiênicos	CAVN - DIRECAO DO COLEGIO	Felipe Roque Vicente	CAVN - DIRECAO DO COLEGIO	23074.051280/2023-79	23074.098812/2023-25	40.256.200/0001-24	MEDS COMERCIO DE MEDICAMENTOS, PRODUTOS E EQUIPAMENTOS HOSPITALARES LTDA.	PB	R$11.295,00	R$11.295,00	2	Absorvente higiênico	1500	R$7,53	1500	R$11.295,00	2023NE000111	3.200	R$7,53	1500	0	R$ -
07/2023	Absorventes Higiênicos	CAVN - DIRECAO DO COLEGIO	Felipe Roque Vicente	CAVN - DIRECAO DO COLEGIO	23074.051280/2023-79	23074.098812/2023-25	40.256.200/0001-24	MEDS COMERCIO DE MEDICAMENTOS, PRODUTOS E EQUIPAMENTOS HOSPITALARES LTDA.	PB	R$11.295,00	R$11.295,00	-	-	0	R$ -	0	R$ -	N/A	N/A	R$ -	0	0	R$ -
08/2023	Placas de Sinalização e Combate a Incêndio	CCHSA - COORD. SEGURANCA PREV.	Lays Fernandes de Caldas Silva	CCHSA-COORD. SEGURANCA PREV.	23074.036499/2023-11	23074.104673/2023-82	12.670.936/0001-09	JONATHAS DE ARAUJO LEITE ME	PB	R$5.786,45	R$5.786,45	1	Placa 202 mm	14	R$22,25	14	R$311,50	2023NE000103	816	R$22,25	14	0	R$ -
08/2023	Placas de Sinalização e Combate a Incêndio	CCHSA - COORD. SEGURANCA PREV.	Lays Fernandes de Caldas Silva	CCHSA-COORD. SEGURANCA PREV.	23074.036499/2023-11	23074.104673/2023-82	12.670.936/0001-09	JONATHAS DE ARAUJO LEITE ME	PB	R$5.786,45	R$5.786,45	2	Placa 272 mm	14	R$27,40	14	R$383,60	2023NE000103	816	R$27,40	14	0	R$ -
08/2023	Placas de Sinalização e Combate a Incêndio	CCHSA - COORD. SEGURANCA PREV.	Lays Fernandes de Caldas Silva	CCHSA-COORD. SEGURANCA PREV.	23074.036499/2023-11	23074.104673/2023-82	12.670.936/0001-09	JONATHAS DE ARAUJO LEITE ME	PB	R$5.786,45	R$5.786,45	3	Placa 158 mm	5	R$34,06	5	R$170,30	2023NE000103	816	R$34,06	5	0	R$ -
08/2023	Placas de Sinalização e Combate a Incêndio	CCHSA - COORD. SEGURANCA PREV.	Lays Fernandes de Caldas Silva	CCHSA-COORD. SEGURANCA PREV.	23074.036499/2023-11	23074.104673/2023-82	12.670.936/0001-09	JONATHAS DE ARAUJO LEITE ME	PB	R$5.786,45	R$5.786,45	4	Placa 126 mm	165	R$17,11	165	R$2.823,15	2023NE000103	816	R$17,11	165	0	R$ -
08/2023	Placas de Sinalização e Combate a Incêndio	CCHSA - COORD. SEGURANCA PREV.	Lays Fernandes de Caldas Silva	CCHSA-COORD. SEGURANCA PREV.	23074.036499/2023-11	23074.104673/2023-82	12.670.936/0001-09	JONATHAS DE ARAUJO LEITE ME	PB	R$5.786,45	R$5.786,45	5	Placa 450 mm	21	R$99,90	21	R$2.097,90	2023NE000103	816	R$99,90	21	0	R$ -
08/2023	Placas de Sinalização e Combate a Incêndio	CCHSA - COORD. SEGURANCA PREV.	Lays Fernandes de Caldas Silva	CCHSA-COORD. SEGURANCA PREV.	23074.036499/2023-11	23074.104675/2023-28	20.795.155/0001-79	INFANTARIA COMERCIAL EIRELI	SC	R$1.259,70	R$1.259,70	6	Suporte, largura: 30 cm	47	R$5,90	47	R$277,30	2023NE000109	9.705	R$5,90	47	0	R$ -
08/2023	Placas de Sinalização e Combate a Incêndio	CCHSA - COORD. SEGURANCA PREV.	Lays Fernandes de Caldas Silva	CCHSA-COORD. SEGURANCA PREV.	23074.036499/2023-11	23074.104675/2023-28	20.795.155/0001-79	INFANTARIA COMERCIAL EIRELI	SC	R$1.259,70	R$1.259,70	7	Suporte, diametro: 17 cm	10	R$47,27	10	R$472,70	2023NE000109	9.705	R$47,27	10	0	R$ -
08/2023	Placas de Sinalização e Combate a Incêndio	CCHSA - COORD. SEGURANCA PREV.	Lays Fernandes de Caldas Silva	CCHSA-COORD. SEGURANCA PREV.	23074.036499/2023-11	23074.104675/2023-28	20.795.155/0001-79	INFANTARIA COMERCIAL EIRELI	SC	R$1.259,70	R$1.259,70	8	Suporte, diametro: 20 cm	10	R$50,97	10	R$509,70	2023NE000109	9.705	R$50,97	10	0	R$ -
08/2023	Placas de Sinalização e Combate a Incêndio	CCHSA - COORD. SEGURANCA PREV.	Lays Fernandes de Caldas Silva	CCHSA-COORD. SEGURANCA PREV.	23074.036499/2023-11	23074.104678/2023-44	29.926.189/0001-20	SIS COMÉRCIO DE MATERIAIS E EQUIPAMENTOS LTDA.	SC	R$595,68	R$595,68	9	Abafador de fogo	4	R$148,92	4	R$595,68	2023NE000108	4.494	R$148,92	4	0	R$ -
08/2023	Placas de Sinalização e Combate a Incêndio	CCHSA - COORD. SEGURANCA PREV.	Lays Fernandes de Caldas Silva	CCHSA-COORD. SEGURANCA PREV.	23074.036499/2023-11	23074.104678/2023-44	29.926.189/0001-20	SIS COMÉRCIO DE MATERIAIS E EQUIPAMENTOS LTDA.	SC	R$595,68	R$595,68	-	-	0	R$ -	0	R$ -	N/A	N/A	R$ -	0	0	R$ -
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.036816/2024-82	04.345.762/0001-80	REY-GLASS COMERCIAL E SERVICOS	SP	R$659,94	R$659,94	37	Câmara de contagem	6	R$109,99	6	R$659,94	2024NE000044	9.245	R$109,99	6	0	R$ -
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.036816/2024-82	04.345.762/0001-80	REY-GLASS COMERCIAL E SERVICOS	SP	R$659,94	R$659,94	-	-	0	R$ -	0	R$ -	N/A	N/A	R$ -	0	0	R$ -
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.036821/2024-44	06.153.182/0001-17	LILIANE ALARCAO DIAS CORREA RAMANZINI	SP	R$990,00	R$990,00	64	Placa de petri	1000	R$0,99	1000	R$990,00	2024NE000043	7.203	R$0,99	1000	0	R$ -
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.036821/2024-44	06.153.182/0001-17	LILIANE ALARCAO DIAS CORREA RAMANZINI	SP	R$990,00	R$990,00	-	-	0	R$ -	0	R$ -	N/A	N/A	R$ -	0	0	R$ -
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.037222/2024-81	08.238.866/0001-47	ADONEX COMERCIO DE PRODUTOS PARA LABORATORIO	SP	R$2.035,82	R$2.035,82	6	Pipetador	10	R$16,97	10	R$169,70	N/A	N/A	R$16,97	10	0	R$ -
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.037222/2024-81	08.238.866/0001-47	ADONEX COMERCIO DE PRODUTOS PARA LABORATORIO	SP	R$2.035,82	R$2.035,82	39	Dessecador	3	R$622,04	3	R$1.866,12	N/A	N/A	R$622,04	3	0	R$ -
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.036822/2024-17	09.134.068/0001-38	OBAH PRODUTOS E SERVICOS ANALITICOS	SP	R$1.198,99	R$1.198,99	82	Dispensador de liquidos	1	R$1.198,99	1	R$1.198,99	2024NE000046	11.360	R$1.198,99	1	0	R$ -
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.036822/2024-17	09.134.068/0001-38	OBAH PRODUTOS E SERVICOS ANALITICOS	SP	R$1.198,99	R$1.198,99	-	-	0	R$ -	0	R$ -	N/A	N/A	R$ -	0	0	R$ -
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.038043/2024-30	12.127.236/0001-72	XLABOR TECNOLOGIA LTDA	SP	R$2.380,10	R$2.380,10	40	Eletrodo combinado	5	R$176,02	5	R$880,10	2024NE000035	538	R$176,02	5	0	R$ -
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.038043/2024-30	12.127.236/0001-72	XLABOR TECNOLOGIA LTDA	SP	R$2.380,10	R$2.380,10	55	Micropipeta	10	R$150,00	10	R$1.500,00	2024NE000035	538	R$150,00	10	0	R$ -
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.037422/2024-16	13.670.648/0001-17	TPL TAMIS PRODUTOS LABORATORIAIS	SP	R$244,00	R$244,00	58	Peneira granulométrica	1	R$244,00	1	R$244,00	2024NE000038	3.550	R$244,00	1	0	R$ -
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.037422/2024-16	13.670.648/0001-17	TPL TAMIS PRODUTOS LABORATORIAIS	SP	R$244,00	R$244,00	-	-	0	R$ -	0	R$ -	N/A	N/A	R$ -	0	0	R$ -
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.036829/2024-22	21.707.794/0001-06	FASTLABOR COMERCIAL LTDA	MG	R$39.201,86	R$5.191,33	1	Caixa laboratório	11	R$18,46	11	R$203,06	N/A	N/A	R$18,46	0	11	R$203,06
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.036829/2024-22	21.707.794/0001-06	FASTLABOR COMERCIAL LTDA	MG	R$39.201,86	R$5.191,33	5	Cubeta laboratório	8	R$249,99	8	R$1.999,92	N/A	N/A	R$249,99	0	8	R$1.999,92
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.036829/2024-22	21.707.794/0001-06	FASTLABOR COMERCIAL LTDA	MG	R$39.201,86	R$5.191,33	7	Alça bacteriológica	15	R$122,85	15	R$1.842,75	N/A	N/A	R$122,85	0	15	R$1.842,75
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.036829/2024-22	21.707.794/0001-06	FASTLABOR COMERCIAL LTDA	MG	R$39.201,86	R$5.191,33	8	Balão 50 ml	30	R$26,19	30	R$785,70	N/A	N/A	R$26,19	0	30	R$785,70
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.036829/2024-22	21.707.794/0001-06	FASTLABOR COMERCIAL LTDA	MG	R$39.201,86	R$5.191,33	10	Balão 1000 ml	11	R$66,27	11	R$728,97	N/A	N/A	R$66,27	0	11	R$728,97
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.036829/2024-22	21.707.794/0001-06	FASTLABOR COMERCIAL LTDA	MG	R$39.201,86	R$5.191,33	12	Balão 10 ml	6	R$11,85	6	R$71,10	N/A	N/A	R$11,85	0	6	R$71,10
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.036829/2024-22	21.707.794/0001-06	FASTLABOR COMERCIAL LTDA	MG	R$39.201,86	R$5.191,33	13	Balão 100 ml	32	R$13,49	32	R$431,68	N/A	N/A	R$13,49	0	32	R$431,68
09/2023	Vidrarias e Recipientes de Laboratórios	CCHSA - LAB. POS COLHEITA	Oziel Nunes da Cruz	CCHSA-LAB. POS COLHEITA	23074.096010/2023-19	23074.036829/2024-22	21.707.794/0001-06	FASTLABOR COMERCIAL LTDA	MG	R$39.201,86	R$5.191,33	14	Fundo 250 ml	26	R$20,88	26	R$542,88	N/A	N/A	R$20,88	0	26	R$542,88
